episode,global_step,episodes_completed,reward,loss,epsilon,steps,slices,current_max_slices,attempts,rejected_slices,covered,hard_total,crop_new_detection_gain,crop_new_detection_utility,crop_tp_gain,crop_fp_gain,crop_outcome_reward,val_recall,val_slices,val_score,val_mAP50,val_small_recall,val_fp_per_image,val_crops,val_benchmark_score
67,1025,67,-6.374505,0.0,0.935083,14,1,1,2,1,0,16,3,1.105454,1,3,-0.947273,,,,,,,,
68,1031,68,0.632696,0.0,0.934703,10,1,1,3,2,2,15,7,3.366693,3,4,3.483347,,,,,,,,
69,1034,69,2.24012,0.0,0.934513,18,0,1,4,4,0,10,15,7.03371,9,6,21.516855,,,,,,,,
70,1035,70,-12.186076,0.0,0.93445,19,0,1,4,4,0,48,2,0.752197,3,0,5.776098,,,,,,,,
71,1050,71,1.547833,0.914636,0.9335,1,1,1,1,0,0,9,9,3.67905,3,6,1.839525,,,,,,,,
72,1092,72,-17.966439,0.912093,0.93084,13,1,1,4,3,0,0,1,0.438516,0,1,-4.880742,,,,,,,,
73,1096,73,27.198725,0.833012,0.930587,26,1,1,4,3,0,16,18,10.128819,16,5,44.364409,,,,,,,,
74,1121,74,1.267106,0.893636,0.929003,6,1,1,1,0,0,1,1,0.421883,1,1,1.710941,,,,,,,,
75,1134,75,2.058847,1.152665,0.92818,22,1,1,4,3,1,17,8,4.482931,6,2,16.041465,,,,,,,,
76,1136,76,0.230905,0.827119,0.928053,7,1,1,2,1,0,15,6,3.293435,4,4,7.646718,,,,,,,,
77,1156,77,-1.279629,0.958511,0.926787,4,1,1,1,0,0,6,1,0.567989,0,1,-1.216006,,,,,,,,
78,1162,78,33.150938,0.730771,0.926407,7,1,1,1,0,8,42,6,3.977871,7,0,22.988935,,,,,,,,
79,1167,79,-19.523951,0.762136,0.92609,17,0,1,4,4,0,1,0,0.0,0,0,-3.6,,,,,,,,
80,1170,80,-10.668016,0.78524,0.9259,22,1,1,4,3,0,6,7,2.878964,3,4,3.239482,,,,,,,,
81,1171,81,1.780296,0.716049,0.925837,10,1,1,2,1,0,20,3,2.041242,3,0,8.820621,,,,,,,,
82,1172,82,3.241834,0.827789,0.925773,1,1,1,1,0,0,5,1,0.45165,1,0,3.225825,,,,,,,,
83,1173,83,-23.684474,0.759105,0.92571,23,0,1,4,4,0,13,6,2.909613,2,5,-2.445193,,,,,,,,
