episode,global_step,episodes_completed,reward,loss,epsilon,steps,slices,current_max_slices,attempts,rejected_slices,covered,hard_total,crop_new_detection_gain,crop_new_detection_utility,crop_tp_gain,crop_fp_gain,crop_outcome_reward,val_recall,val_slices,val_score,val_mAP50,val_small_recall,val_fp_per_image,val_crops,val_benchmark_score
187,4206,187,-4.097981,0.129408,0.73362,8,1,1,2,1,0,36,3,1.344334,0,3,-5.027833,,,,,,,,
188,4234,188,13.274283,0.127764,0.731847,18,1,1,3,2,4,57,12,6.515307,4,8,2.057653,,,,,,,,
189,4241,189,-3.785987,0.148043,0.731403,5,1,1,1,0,0,0,4,2.279738,0,5,-6.360131,,,,,,,,
190,4290,190,-4.010569,0.116109,0.7283,7,1,1,2,1,0,9,7,4.088918,0,7,-8.455541,,,,,,,,
191,4296,191,10.664004,0.146094,0.72792,7,1,1,1,0,2,27,2,0.944589,2,0,6.472295,,,,,,,,
192,4314,192,-3.047759,0.1202,0.72678,5,1,1,1,0,0,15,2,1.573117,0,3,-3.713441,,,,,,,,
193,4342,193,-21.039046,0.131075,0.725007,29,0,1,6,6,0,3,1,0.347644,0,1,-3.726178,,,,,,,,
194,4354,194,-3.116082,0.113072,0.724247,4,1,1,1,0,0,52,6,2.550451,0,6,-7.724775,,,,,,,,
195,4367,195,-9.496528,0.114783,0.723423,28,0,1,6,6,0,0,0,0.0,0,0,-6.0,,,,,,,,
196,4389,196,-7.807825,0.12509,0.72203,17,1,1,5,4,0,8,5,2.72796,0,6,-12.43602,,,,,,,,
197,4396,197,-11.810472,0.154244,0.721587,18,1,1,4,3,0,3,2,1.125882,2,0,4.162941,,,,,,,,
198,4445,198,-28.605607,0.124458,0.718483,42,0,1,6,6,0,5,0,0.0,0,0,0.0,,,,,,,,
199,4475,199,13.251306,0.12146,0.716583,28,0,1,6,6,0,10,0,0.0,0,1,-7.5,,,,,,,,
200,4484,200,16.392606,0.13203,0.716013,28,0,1,6,6,0,36,1,0.627493,0,1,-5.986253,,,,,,,,
201,4489,201,-15.114802,0.136828,0.715697,25,1,1,6,5,0,0,4,2.682826,2,3,1.641413,,,,,,,,
202,4513,202,4.979373,0.120197,0.714177,17,1,1,3,2,2,22,2,0.820219,0,3,-5.28989,,,,,,,,
203,4523,203,39.523263,0.122692,0.713543,3,1,1,1,0,8,35,13,6.96138,4,9,1.98069,,,,,,,,
204,4536,204,19.957707,0.121668,0.71272,15,1,1,3,2,5,13,6,3.463412,4,2,9.531706,,,,,,,,
205,4544,205,31.909657,0.13651,0.712213,30,0,1,6,6,0,8,4,2.217896,0,4,-8.491052,,,,,,,,
206,4579,206,-19.385383,0.130304,0.709997,39,0,1,6,6,0,1,0,0.0,0,0,-2.4,,,,,,,,
207,4595,207,-3.160013,0.137774,0.708983,1,1,1,1,0,0,23,8,5.799742,0,8,-9.100129,,,,,,,,
208,4615,208,-5.532335,0.1464,0.707717,28,1,1,5,4,2,9,3,1.696944,1,2,-0.351528,,,,,,,,
209,4648,209,-5.064003,0.150887,0.705627,7,1,1,2,1,0,29,6,4.061512,0,6,-8.169244,,,,,,,,
210,4653,210,-7.288558,0.124625,0.70531,13,1,1,2,1,0,6,3,1.868661,0,3,-3.56567,,,,,,,,
211,4661,211,0.280285,0.119954,0.704803,17,0,1,6,6,0,28,0,0.0,0,0,-6.0,,,,,,,,
212,4673,212,-8.897327,0.132244,0.704043,10,1,1,2,1,0,28,2,1.117866,0,2,-2.441067,,,,,,,,
213,4725,213,26.547102,0.144084,0.70075,4,1,1,1,0,5,23,4,2.353534,3,1,8.676767,,,,,,,,
214,4768,214,-8.570034,0.113539,0.698027,14,1,1,3,2,0,9,9,6.138663,0,9,-11.630668,,,,,,,,
215,4782,215,-15.19906,0.126241,0.69714,36,0,1,6,6,0,11,1,0.529037,0,1,-4.835481,,,,,,,,
216,4791,216,97.946018,0.126839,0.69657,11,1,1,2,1,21,55,10,4.29737,1,9,-8.351315,,,,,,,,
217,4792,217,18.37288,0.138332,0.696507,9,1,1,2,1,4,21,8,4.317726,0,8,-11.041137,,,,,,,,
218,4802,218,27.886694,0.126455,0.695873,28,0,1,6,6,0,17,0,0.0,0,0,-7.2,,,,,,,,
219,4856,219,-3.038452,0.098887,0.692453,4,1,1,1,0,0,10,3,1.272237,0,3,-3.863882,,,,,,,,
